name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates
Smarking,Sports,3,operating,USA,CA,San Francisco,2,CLI Ventures:3000000|DN Capital:3000000|FairStead Capital:3000000|FinSight Ventures:3000000|Khosla Ventures:3000000|PreAngel:3000000|Procyon Ventures:3000000|Rough Draft Ventures:3000000|Slow Ventures:3000000|SVS Ventures:3000000|Y Combinator:3000000|Jeff Arnold:3000000|Sam Stokes:3000000|Tim Abbott:3000000|Waseem Daher:3000000,15,-,-,-,-,-,-,-,San Francisco,2014,40.664274:-73.9385
Smarp,Entertainment,0.15,operating,USA,NY,New York,1,Tekes:1775745.528531911|Vision+:1462827,2,-,-,-,-,-,-,-,New York,2010,37.727239:-123.032229
Smart Baking Company,Style,0.875,operating,USA,FL,Sanford,2,Blackwood Holdings Group LLC:575000,1,-,-,-,-,-,-,-,Seminole,2011,37.727239:-123.032229
OKpanda,Education,3,operating,USA,NY,New York,2,500 Startups:3000000.0|East Ventures:1600000|Innovation Endeavors:3000000.0|Kapor Capital:3000000.0|Resolute.vc:3000000.0|Blaine Vess:1400000|Ilan Abehassera:1400000|Jonathan Swanson:1600000|Lee Linden:1400000|Matthew Romaine:1600000|Max Burger:1400000|Roger Dickey:1400000,12,-,-,-,-,-,-,-,New York,2012,39.761849:-104.880625
Smart Destinations,Travel,13,operating,USA,MA,Boston,3,NewSpring Capital:7000000|North Hill Ventures:7000000|Square 1 Bank:3000000,3,-,-,-,-,-,-,-,Suffolk,2003,47.620499:-122.350876
Smart Furniture,Software,8.66,operating,USA,TN,Chattanooga,6,Delta Capital Management:495000,1,-,-,-,-,-,-,-,Hamilton,2001,37.56482:-122.250782
Smart Gardener,Software,0.125,operating,USA,CA,Healdsburg,2,Wilson Sonsini Goodrich & Rosati:125000|Carolyn McCarthy:125000|Peggy McCarthy:125000,3,-,-,-,-,-,-,-,Sonoma,2010,37.769857:-122.22564
Smart Lunches,Finance,7.039987,operating,USA,MA,Boston,3,Data Point Capital:2600000.0|Romulus Capital:1600000|Western Technology Investment:1600000|Jonathan Kraft:1600000|Lon Chow:2600000.0,5,-,-,-,-,-,-,-,Suffolk,2011,37.727239:-123.032229
Smart Mocha,Software,0.018,operating,USA,OR,Portland,3,PIE:18000,1,-,-,-,-,-,-,-,Clackamas,2013,32.794176:-96.765503
Smart Monitor,Health,0.05,operating,USA,CA,San Jose,1,Prosper:50000,1,-,-,-,-,-,-,-,Santa Clara,2008,42.33196:-71.020173
Smart Pipe,Technology,12,operating,USA,TX,Katy,1,Enbridge:12000000,1,-,-,-,-,-,-,-,Harris,2000,29.780472:-95.386342
Smart Reno,Finance,2.614987,operating,USA,NY,New York,3,Anges Quebec:1600000|Anges Québec Capital:1600000,2,-,-,-,-,-,-,-,New York,2012,39.900673:-80.167792
Smart Skin Technologies,Software,3.959672,operating,USA,NJ,New Brunswick,2,Build Ventures:3900000|GrowthWorks Atlantic Venture Fund:3900000|New Brunswick Innovation Foundation:3900000|Rho Canada Ventures:3900000,4,-,-,-,-,-,-,-,Middlesex,2009,34.019394:-118.410825
Smart Vision Labs,Software,6.1,operating,USA,NY,New York,1,Techstars Ventures:6100000|Connectivity Capital Partners:6100000|Heritage Group:6100000|Red Sea Ventures:6100000,4,-,-,-,-,-,-,-,New York,2013,37.56031:-122.3106
SMART WIRES,Hardware,45.742501,operating,USA,CA,Oakland,3,RiverVest:28393163.0,1,-,-,-,-,-,-,-,Alameda,2010,37.727239:-123.032229
SmartAsset,Finance,7.6,operating,USA,NY,New York,3,Javelin Venture Partners:6700000.0|North Bridge Venture Partners & Growth Equity:1500000|Peterson Ventures:1500000|Quotidian Ventures:7600000.0|SV Angel:5200000|Y Combinator:900000|Brendan Wallace:6700000.0|Denis Grosz:5200000,8,-,-,-,-,-,-,-,New York,2012,40.664274:-73.9385
SmartCloud,Software,3,operating,USA,MA,Bedford,1,Rockwell Automation:3000000,1,-,-,-,-,-,-,-,Middlesex,2009,28.789425:-81.275624
SmartDrive Systems,Software,178.149887,operating,USA,CA,San Diego,6,Edelson Technology Ventures:46000000|Founders Fund:46000000|New Enterprise Associates:168000000.0|Oak Investment Partners:168000000.0|Revolution Ventures:46000000|Stanford University:47000000|WABCO:50000000|Western Technology Investment:46000000,8,-,-,-,-,-,-,-,San Diego,2004,40.664274:-73.9385
SmarterHQ,Software,25.325496,operating,USA,IN,Indianapolis,4,Battery Ventures:7000000|City National Bank:7000000|Simon Venture Group:8000000,3,-,-,-,-,-,-,-,Marion,2010,42.33196:-71.020173
Smarterer,Education,6.35,acquired,USA,MA,Boston,5,Boston Seed Capital:1600000|Google Ventures:3000000.0|Rethink Education:3350000.0|True Ventures:4600000.0|Deborah Quazzo:1600000|Dharmesh Shah:1250000|Mark Gerson:1250000|Peter Lehrman:1250000|Scott Kurnit:1250000|Shikhar Ghosh:1250000|Thomas Lehrman:1250000,11,Pluralsight,EdTech|Education,USA,UT,Cedar Valley,75000000,USD,Suffolk,2010,35.066463:-85.247065
SmartHires,Services,0.12,operating,USA,CA,San Francisco,1,Y Combinator:120000,1,-,-,-,-,-,-,-,San Francisco,2014,38.622571:-122.865692
Smartling,Marketing,63.099998,operating,USA,NY,New York,4,"Accelerator Ventures:4099998|Felicis Ventures:53099998.0|First Round:63099998.0|Harmony Partners:49000000.0|Iconiq Capital:25000000|IDG Capital Partners:25000000|IDG Ventures USA:34000000.0|lessin X2, llc:4099998|Tenaya Capital:49000000.0|U.S. Venture Partners (USVP):63099998.0|Venrock:63099998.0|Joseph Ansanelli:4099998",12,-,-,-,-,-,-,-,New York,2009,42.33196:-71.020173
SmartLink Radio Networks,Software,27,operating,USA,CT,Wallingford,2,General Catalyst Partners:27000000.0|Highland Capital Partners:27000000.0|Key Venture Partners:15000000,3,-,-,-,-,-,-,-,New Haven,1991,45.536951:-122.649971
SmartOn Learning,Education,0.37,operating,USA,NY,New York,2,Kumar Shah:220000|Sree Sreenivasan:220000,2,-,-,-,-,-,-,-,New York,2013,37.296867:-121.819306
SmartPrice.com,Communication,4,closed,USA,TX,Austin,1,Icon Ventures:4000000|SSM Partners:4000000,2,-,-,-,-,-,-,-,Travis,1999,29.791342:-95.827009
SmartRecruiters,Software,24.96,operating,USA,CA,San Francisco,3,BDS Venture Fund:10000000|Mayfield Fund:15460000.0|Rembrandt Venture Partners:10000000|Salesforce Ventures:9500000|Windcrest Partners:5460000|Rick Marini:15460000.0,6,-,-,-,-,-,-,-,San Francisco,2010,40.664274:-73.9385
Roost,Automation,6.475,operating,USA,CA,Sunnyvale,2,Center Electric:6475000.0|DCM:975000|DCM Ventures:5500000|Legend Star:975000|RPM Ventures:5500000|Start Garden:5500000|USAA:5500000|Jason Krikorian:975000,8,-,-,-,-,-,-,-,Santa Clara,2009,40.486677:-74.444414
Smartsheet,Services,68.44,operating,USA,WA,Bellevue,6,Insight Venture Partners:61000000.0|Madrona Venture Group:67440000.0|Sutter Hill Ventures:35000000|Top Tier Capital Partners:35000000,4,-,-,-,-,-,-,-,King,2005,40.664274:-73.9385
"SmartStay, Inc",Services,0.02,operating,USA,UT,Sandy,1,BoomStartup:20000,1,-,-,-,-,-,-,-,Salt Lake,2014,37.769857:-122.22564
SmartThings,Automation,15.5,acquired,USA,CA,Palo Alto,2,A-Grade Investments:3000000|BoxGroup:15500000.0|CrunchFund:3000000|First Round:3000000|Greylock Partners:12500000|Highland Capital Partners:12500000|Lerer Hippeau Ventures:3000000|Slow Ventures:3000000|Start Fund:3000000|SV Angel:3000000|Aaron Levie:3000000|Alexis Ohanian:3000000|Chris Dixon:3000000|David Tisch:3000000|Emil Michael:3000000|Jared Hecht:3000000|Kal Vepuri:3000000|Kevin Colleran:3000000|Loic Le Meur:3000000|Martin Varsavsky:3000000|Matt Mullenweg:3000000|Max Levchin:3000000|Nathan Hanks:3000000|Ryan Sarver:3000000|Steve Martocci:3000000|Vivi Nevo:3000000|Zorik Gordon:3000000,27,Samsung Electronics,Electronics|Hardware + Software|Health Diagnostics,KOR,17,Suwon,200000000,USD,Santa Clara,2012,40.664274:-73.9385
SmartTurn,Marketing,5,closed,USA,CA,San Francisco,1,Emergence Capital Partners:5000000|New Enterprise Associates:5000000,2,-,-,-,-,-,-,-,San Francisco,2004,-1
Smartvue,Software,22.357298,operating,USA,TN,Nashville,5,Fortress Investment Group:15000000|Knoll Ventures:5600000.0|Art Laffer:5600000.0|David Dorman:3850000,4,-,-,-,-,-,-,-,Davidson,1996,32.8153:-117.134993
SmartyPants Vitamins,Finance,19.500978,closed,USA,CA,Venice,6,CircleUp:4790000.0|elissa Kasper Shapiro:2590000|Kishore Ganji:2590000|Lei Dei:2590000,4,-,-,-,-,-,-,-,Los Angeles,2009,-1
SmartZyme,Technology,4,closed,USA,MN,Minneapolis,1,OrbiMed:4000000,1,-,-,-,-,-,-,-,Hennepin,2013,42.33196:-71.020173
Smash Technologies,Software,1.35,operating,USA,PA,Pittsburgh,1,Mark Cuban:1350000,1,-,-,-,-,-,-,-,Allegheny,2007,37.727239:-123.032229
SmashFly,Education,9,operating,USA,MA,Concord,1,OpenView Venture Partners:9000000,1,-,-,-,-,-,-,-,Middlesex,2007,40.664274:-73.9385
Smashrun,Software,0.04,operating,USA,NY,Brooklyn,1,Start-Up Chile:40000,1,-,-,-,-,-,-,-,Kings,2010,-1
SMASHsolar,Services,0.67,operating,USA,CA,Richmond,1,U.S. Department of Energy:670000|WS Investments:670000,2,-,-,-,-,-,-,-,Contra Costa,2012,40.664274:-73.9385
"SmashToast, Inc.",Software,0.05,operating,USA,IL,Springfield,1,Arch Grants:50000,1,-,-,-,-,-,-,-,Sangamon,2014,30.307182:-97.755996
SMB Suite,Software,3,operating,USA,TX,Irving,1,Meritage Funds:3000000,1,-,-,-,-,-,-,-,Dallas,2004,37.727239:-123.032229
Smilebox,Software,14.399999,acquired,USA,WA,Redmond,4,Bessemer Venture Partners:7000000|Frazier Technology Ventures:12000000.0|Jonathan Gay:5000000|Rob Burgiss:5000000|Rob Glaser:5000000,5,Incredimail 1800 459-2059,Curated Web,ISR,5,Holon,40000000,USD,King,2005,37.385784:-122.026323
Smith Electric Vehicles,Manufacturing,67,operating,USA,MO,Kansas City,2,Sinopoly Battery:42000000,1,-,-,-,-,-,-,-,Jackson,2009,47.597839:-122.156489
Smith & Tinker,Games,29,closed,USA,WA,Bellevue,1,Alsop Louie Partners:29000000|DCM:29000000|Foundry Group:29000000|Leo Capital Holdings:29000000|Vulcan Capital:29000000,5,-,-,-,-,-,-,-,King,2007,40.571563:-111.852286
SmithsonMartin Inc.,Entertainment,0.325,operating,USA,OH,Toronto,3,Donnie Estoponal:75000|Paul Braczek:75000,2,-,-,-,-,-,-,-,Jefferson,2010,37.399782:-122.142776
Smokazon.com,Hardware,0.1,operating,USA,MI,Southfield,1,Joe Kalfa:100000,1,-,-,-,-,-,-,-,Oakland,2013,37.727239:-123.032229
Smooth,Finance,0.02,operating,USA,OH,Cleveland,1,Flashstarts:20000,1,-,-,-,-,-,-,-,Cuyahoga,2013,36.1718:-86.785002
Smore,Software,2.125,operating,USA,CA,Palo Alto,3,Founders' Co-op:1700000|Kima Ventures:1700000|SeedIL Investment Club:1700000|W Media Ventures:425000|Adam Doppelt:425000|Chris DeVore:425000|Dan Shapiro:425000|Ethan Lowry:425000|Joe Heitzeberg:425000|Kelly Smith:425000|Matt Shobe:425000|Patrick O'Donnell:425000,12,-,-,-,-,-,-,-,Santa Clara,2011,-1
SMS Assist,Software,105,operating,USA,IL,Chicago,3,Insight Venture Partners:45000000|Jumpstart Ventures:45000000|Pritzker Group Venture Capital:105000000.0,3,-,-,-,-,-,-,-,Cook,1995,44.963323:-93.268284
Smule,Entertainment,80.1,operating,USA,CA,San Francisco,7,500 Startups:8000000|Adams Street Partners:26000000|Bessemer Venture Partners:68100000.0|City National Bank:12000000|FLOODGATE:3900000|Granite Ventures:40500000.0|ROTH Capital Partners:16600000|Shasta Ventures:46000000.0,8,-,-,-,-,-,-,-,San Francisco,2008,40.439753:-79.976592
Snagajob,Services,41,operating,USA,VA,Glen Allen,3,Adams Street Partners:41000000.0|August Capital:27000000|Baird Capital:41000000.0|C&B Capital:41000000.0,4,-,-,-,-,-,-,-,Henrico,2000,-1
SnagFilms,Software,29.472731,operating,USA,DC,Washington,4,"CNF Investments, LLC:6000000|Comcast:6000000|Comcast Ventures:10000000|Comcast Interactive Capital:7000000|John S. and James L. Knight Foundation:7000000|New Enterprise Associates:23000000.0|Revolution LLC:6000000|The Case Foundation:7000000|Ted Leonsis:6000000",9,-,-,-,-,-,-,-,District Of Columbia,2008,-1
Snap Technologies,Software,10,operating,USA,CA,Pasadena,1,Idealab:10000000|Mayfield Fund:10000000,2,-,-,-,-,-,-,-,Los Angeles,2004,37.952974:-122.359353
SnapApp,Marketing,12,operating,USA,MA,Newton,1,Providence Equity Partners:12000000,1,-,-,-,-,-,-,-,Middlesex,2010,39.763908:-89.670832
Snapbridge Software,Software,9.55,operating,USA,CA,Carlsbad,2,JPMorgan Partners (JPMP):9550000.0|Mission Ventures:9550000.0|The Greenspun Corporation:3550000,3,-,-,-,-,-,-,-,San Diego,2001,32.857748:-96.970022
Snapcard,Finance,1.56,operating,USA,CA,San Francisco,2,Black Green Capital:1500000|Boost VC:1560000.0|Blockchain Capital:1500000|Fortress Investment Group:1500000|Great Oaks Venture Capital:1500000|SeedInvest:1500000|Silicon Valley Angels:1500000|Ioannis Giannaros:60000|Michael Dunworth:60000|Tim Draper:1500000,10,-,-,-,-,-,-,-,San Francisco,2013,47.675716:-122.117219
Snapchat,Software,1185.585,operating,USA,CA,Pacific Palisades,8,Alibaba:200000000|Benchmark:92500000.0|Coatue Management:50000000|Fidelity Investments:337600000|General Catalyst Partners:80000000|GIC:485000000|Glade Brook Capital Partners:337600000|HDS Capital:485000000|IVP:80000000|Kleiner Perkins Caufield & Byers:485000000|Lightspeed Venture Partners:92985000.0|SV Angel:92500000.0|Tencent Holdings:80000000|Yahoo!:485000000|York Capital Management:337600000,15,-,-,-,-,-,-,-,Los Angeles,2011,39.125212:-94.551136
SnapDash,Software,0.085,operating,USA,DC,Washington,1,Family and Friends Investment:85000,1,-,-,-,-,-,-,-,District Of Columbia,2012,47.597839:-122.156489
Snapfish,Entertainment,43.5,acquired,USA,CA,San Francisco,2,Audax Group:36000000|CMGI @Ventures:36000000|Mayfield Fund:43500000.0|TransCosmos:36000000,4,Hewlett-Packard,Curated Web|Information Technology,USA,CA,Palo Alto,300000000,USD,San Francisco,1999,40.458298:-80.607302
SNAPin Software,Software,22.3,acquired,USA,WA,Bellevue,2,Alliance of Angels:3000000|Frazier Technology Ventures:22300000.0|Hunt Ventures:22300000.0|Oak Investment Partners:22300000.0|SeaPoint Ventures:3000000|Trilogy Equity Partners:19300000,6,Nuance Communications,Software,USA,MA,Burlington,180000000,USD,King,2003,42.47464:-83.259509
SnapLogic,Software,58.799998,operating,USA,CA,San Mateo,7,Andreessen Horowitz:52300000.0|FLOODGATE:2300000|H. Barton Asset Management:20000000|Ignition Partners:40000000.0|Pharus Capital Management:20000000|Triangle Peak Partners:40000000.0|Brian McClendon:2300000|Naval Ravikant:2300000,8,-,-,-,-,-,-,-,San Mateo,2006,41.478138:-81.679486
SnapMD,Health,0.6,operating,USA,CA,Glendale,1,Shea Ventures:600000|Whittier Trust:600000,2,-,-,-,-,-,-,-,Los Angeles,2013,37.399782:-122.142776
SnappCloud,Software,5,operating,USA,DC,Washington,1,NAV.VC:5000000,1,-,-,-,-,-,-,-,District Of Columbia,2011,41.837551:-87.681844
SnapRetail,Marketing,11.85,operating,USA,PA,Pittsburgh,3,Adams Capital Management:6000000,1,-,-,-,-,-,-,-,Allegheny,2010,37.727239:-123.032229
Snaps,Marketing,8.75,operating,USA,NY,New York,2,Digital Capital Advisors:2250000|Dolgen Ventures:2250000|Entrepreneurs Investment Fund:2250000|Lucas Point Ventures:2250000|Social Starts:2250000|Ben Barokas:2250000|Bill Lohse:2250000|Jonathan Carson:2250000|Leo Hindery Jr.:2250000|Michael Kassan:2250000|Mike Katz:2250000|Steve Kantor:2250000,12,-,-,-,-,-,-,-,New York,2010,37.665876:-77.484362
SnapSense,Services,0.01,operating,USA,IL,Chicago,1,Civic Accelerator:10000,1,-,-,-,-,-,-,-,Cook,2011,38.904149:-77.017094
Snapshot Interactive,Education,0.325,operating,USA,TN,Nashville,2,"Nashville Capital Network, Investment Arm:325000",1,-,-,-,-,-,-,-,Davidson,2010,34.160592:-118.139593
Snapverse,Mobile,3.5,operating,USA,MA,Concord,1,John Hannan:3500000,1,-,-,-,-,-,-,-,Middlesex,2012,42.331876:-71.208402
Snapvine,Entertainment,12,acquired,USA,WA,Seattle,2,Bridgescale Partners:10000000|Draper Fisher Jurvetson (DFJ):2000000|First Round:2000000|SV Angel:2000000|Russell Siegelman:2000000,5,Whitepages,Curated Web|Fraud Detection|Identity Management|Mobile|Search|Travel,USA,WA,Seattle,10000000,USD,King,2005,33.123909:-117.282835
SnapYeti,Education,0.05,operating,USA,NC,Raleigh,1,The Startup Factory:50000,1,-,-,-,-,-,-,-,Wake,2013,37.727239:-123.032229
Syndax Pharmaceuticals,Technology,192.243015,ipo,USA,MA,Waltham,8,Arrowpoint Partners:80000000|Avalon Ventures:49000000.0|BioMed Ventures:80000000|Cormorant Asset Management:80000000|Delos Capital:80000000|Domain Associates:155600000.0|EcoR1 Capital:80000000|Fidelity Management & Research:80000000|Forward Ventures:155600000.0|Jennison Associates:80000000|MPM Capital:155600000.0|OrbiMed:80000000|Pappas Ventures:49000000.0|RusnanoMedInvest:106600000.0|Tavistock Life Sciences:80000000,15,-,-,-,-,-,-,-,Middlesex,2005,-1
Snip2Code,Software,0.025,operating,USA,CA,San Francisco,1,Plug & Play Ventures:25000,1,-,-,-,-,-,-,-,San Francisco,2012,38.904149:-77.017094
Snipd,Software,0.015,closed,USA,CA,Palo Alto,1,Y Combinator:15000,1,-,-,-,-,-,-,-,Santa Clara,2008,37.727239:-123.032229
Snipi,Finance,4.074999,closed,USA,PA,Philadelphia,3,Innovation Ventures:1500000|Nextstage Capital:1500000|Robin Hood Ventures:1500000,3,-,-,-,-,-,-,-,Philadelphia,2007,47.597839:-122.156489
SNOBSWAP,Services,1.9674,operating,USA,DC,Washington,4,Dingman Center Angels:1000000|NextLevel Management:1000000|Simplepitch Ventures:1000000,3,-,-,-,-,-,-,-,District Of Columbia,2013,37.56031:-122.3106
Snohomish Soap,Style,0.017,operating,USA,WA,Snohomish,1,Fledge:17000,1,-,-,-,-,-,-,-,Snohomish,2010,34.181393:-118.24583
Snooth Media,Entertainment,3.3,operating,USA,NY,New York,4,Bob Williams:1000000|Joe Meyer:2000000.0|Kevin Fortuna:2000000.0|Ted Jansen:2000000.0,4,-,-,-,-,-,-,-,New York,2006,38.904149:-77.017094
Snowflake Computing,Software,65,operating,USA,CA,San Mateo,2,Altimeter Capital:45000000|Altimeter Group:45000000|Redpoint Ventures:65000000.0|Sutter Hill Ventures:65000000.0|Wing Venture Capital:65000000.0,5,-,-,-,-,-,-,-,San Mateo,2012,40.439753:-79.976592
SnowGate,Software,1.06,operating,USA,CO,Boulder,3,Cory Finney:270000,1,-,-,-,-,-,-,-,Boulder,2012,40.664274:-73.9385
SnowShoe Stamp,Mobile,3.547,operating,USA,CA,San Francisco,5,Collaborative Fund:1000000|Disney Accelerator:120000|FG Angels:2200000|Lowercase Capital:1000000|Marc Bell Ventures:2200000|Mesa Ventures:1000000|QueensBridge Venture Partners:120000|Techstars:18000|Vayner/RSE:2200000|Wisconsin Investment Partners:209000|William Guttman:2200000,11,-,-,-,-,-,-,-,San Francisco,2010,41.837551:-87.681844
Akana,Software,21,operating,USA,CA,Los Angeles,2,Draper Fisher Jurvetson (DFJ):11000000|Paladin Capital Group:11000000|Palisades Ventures:11000000|Redpoint Ventures:11000000|Wavemaker Partners:10000000|Wellington Financial:10000000|Jeff Anderson:10000000,7,-,-,-,-,-,-,-,Los Angeles,2001,36.1718:-86.785002
Soane Energy,Technology,10,operating,USA,MA,Cambridge,1,Chevron Technology Ventures:10000000|Intervale Capital:10000000,2,-,-,-,-,-,-,-,Middlesex,2006,-1
SOASTA,Software,89.891428,operating,USA,CA,Mountain View,9,Canaan Partners:63614000.0|BYU Cougar Capital:10000000|Entrepreneurs Fund:12000000|Formative Ventures:58400000.0|Hercules Technology Growth Capital:15000000|MacQuarie Capital Funds:30000000|Pelion Venture Partners:52000000.0|ROTH Capital Partners:30000000|The Entrepreneurs' Funds:16400000.0,9,-,-,-,-,-,-,-,Santa Clara,2006,47.620499:-122.350876
Sobrr,Entertainment,1.1,operating,USA,CA,San Francisco,1,China Rock Capital:1100000|IDG Capital Partners:1100000,2,-,-,-,-,-,-,-,San Francisco,2014,35.830204:-78.641439
SOCi,Entertainment,1.5,operating,USA,CA,San Diego,1,Silicon Valley Growth Syndicate:1500000|Peter Fisher:1500000,2,-,-,-,-,-,-,-,San Diego,2012,42.388921:-71.242268
Sociable Labs,Entertainment,7,operating,USA,CA,San Francisco,2,Battery Ventures:7000000|Real Ventures:7000000,2,-,-,-,-,-,-,-,San Francisco,2014,37.727239:-123.032229
Social Bicycles,Services,1.3,operating,USA,NY,New York,7,SOSV:1300000|Amol Sarva:1300000|David Rose:1300000|Esther Dyson:1300000|Karl Ulrich:1300000|Ken Leiter:1300000,6,-,-,-,-,-,-,-,New York,2010,37.399782:-122.142776
Social Collective,Marketing,0.02,closed,USA,VA,Arlington,1,LaunchBox Digital:20000,1,-,-,-,-,-,-,-,Loudoun,2009,40.009376:-75.133346
Social Dental,Marketing,4.8,operating,USA,UT,Provo,2,Kickstart Seed Fund:3500000|Peterson Ventures:4800000.0|Jeremy Andrus:3500000,3,-,-,-,-,-,-,-,Utah,2013,38.904149:-77.017094
SoFi,Education,1766.1999,operating,USA,CA,San Francisco,11,Baseline Ventures:1161199900.0|DCM:157199900.0|DCM Ventures:1000000000|Discovery Capital:80000000|Innovation Endeavors:4000000|IVP:1200000000.0|Lakestar:200000000|QED Investors:80000000|Renren Inc.:1157199900.0|SGVC:80000000|SharesPost Investment Management:200000000|SoftBank:1000000000|Third Point Ventures:1200000000.0|Thomvest Ventures:80000000|Ulu Ventures:4000000|Wellington Management:1200000000.0|Wicklow Capital:80000000|Marco Rossi:200000000|Peter Thiel:80000000|Ron Suber:8000000.0,20,-,-,-,-,-,-,-,San Francisco,2011,47.92887:-122.092681
Social Finance,Finance,398,operating,USA,MA,Boston,4,Baseline Ventures:77000000|Discovery Capital:80000000|Renren Inc.:77000000|The Bancorp:41000000|Third Point Ventures:200000000|Wellington Management:200000000|Wicklow Capital:80000000|Peter Thiel:80000000,8,-,-,-,-,-,-,-,Suffolk,2011,40.664274:-73.9385
